"unigram","bigram","freq"
"say","last",2
"say","like",2
"say","lol",2
"say","look",2
"say","luke",2
"say","mad",2
"say","main",2
"say","mama",2
"say","mayb",2
"say","might",2
"say","miss",2
"say","next",2
"say","noth",2
"say","old",2
"say","peopl",2
"say","person",2
"say","product",2
"say","refer",2
"say","run",2
"say","see",2
"say","she",2
"say","sinc",2
"say","sport",2
"say","think",2
"say","this",2
"say","though",2
"say","today",2
"say","true",2
"say","tweet",2
"say","uncl",2
"say","unlik",2
"say","what",2
"say","without",2
"say","wouldnt",2
"say","wow",2
"say","ya",2
"say","yeah",2
"sayin","i",2
"sayin","we",2
"scale","the",2
"scale","therefor",2
"scare","death",2
"scare","i",2
"scare","rt",2
"scare","we",2
"scari","i",2
"scari","place",2
"scari","think",2
"scari","though",2
"scarlet","fever",2
"scatter","around",2
"scenario","i",2
"scene","book",2
"scene","give",2
"scene","i",2
"scene","ill",2
"scene","might",2
"scene","one",2
"schedul","day",2
"schedul","first",2
"schedul","go",2
"schedul","now",2
"schedul","releas",2
"scheme","use",2
"school","almost",2
"school","alreadi",2
"school","bore",2
"school","can",2
"school","choic",2
"school","colleg",2
"school","come",2
"school","danc",2
"school","didnt",2
"school","enter",2
"school","even",2
"school","everyday",2
"school","gettin",2
"school","girl",2
"school","he",2
"school","in",2
"school","intervent",2
"school","it",2
"school","its",2
"school","let",2
"school","life",2
"school","light",2
"school","like",2
"school","lol",2
"school","lunch",2
"school","mayb",2
"school","new",2
"school","play",2
"school","rememb",2
"school","rt",2
"school","serv",2
"school","show",2
"school","sound",2
"school","summer",2
"school","time",2
"school","us",2
"school","we",2
"school","week",2
"school","what",2
"school","win",2
"schoolmemori","one",2
"scienc","communiti",2
"scienc","social",2
"scienc","technolog",2
"scientif","fact",2
"scientist","will",2
"score","last",2
"score","point",2
"score","thank",2
"scour","web",2
"scout","cooki",2
"scrap","i",2
"scrape","bowl",2
"scrape","i",2
"scratch","n",2
"scratch","surfac",2
"scream","i",2
"scream","like",2
"scream","match",2
"scream","name",2
"scream","top",2
"screen","i",2
"screen","print",2
"screen","the",2
"scriptur","bit",2
"se","na",2
"sea","forest",2
"sea","there",2
"seamless","part",2
"search","bar",2
"search","connect",2
"search","new",2
"search","product",2
"search","someth",2
"season","just",2
"season","last",2
"season","percent",2
"season","premier",2
"season","salt",2
"season","song",2
"season","start",2
"season","tast",2
"season","we",2
"season","will",2
"seat","i",2
"seattl","great",2
"seattl","summer",2
"seattl","tour",2
"second","album",2
"second","best",2
"second","coat",2
"second","degre",2
"second","game",2
"second","go",2
"second","if",2
"second","left",2
"second","locat",2
"second","quit",2
"second","read",2
"second","son",2
"second","stop",2
"second","third",2
"secret","i",2
"secret","ident",2
"secret","life",2
"secret","like",2
"secret","service",2
"secret","time",2
"secret","univers",2
"secret","word",2
"section","articl",2
"section","pretti",2
"section","restaur",2
"secur","its",2
"secur","make",2
"secur","patent",2
"secur","said",2
"secur","suit",2
"see","action",2
"see","also",2
"see","amaz",2
"see","america",2
"see","anyon",2
"see","around",2
"see","attribut",2
"see","avenger",2
"see","awesom",2
"see","bring",2
"see","bunch",2
"see","challeng",2
"see","charact",2
"see","citi",2
"see","close",2
"see","connect",2
"see","content",2
"see","creation",2
"see","cri",2
"see","develop",2
"see","done",2
"see","dont",2
"see","drop",2
"see","eat",2
"see","effect",2
"see","els",2
"see","em",2
"see","entir",2
"see","feel",2
"see","finish",2
"see","follow",2
"see","for",2
"see","full",2
"see","futur",2
"see","ghost",2
"see","girl",2
"see","god",2
"see","happi",2
"see","heart",2
"see","him",2
"see","improv",2
"see","increas",2
"see","insid",2
"see","integr",2
"see","isnt",2
"see","it",2
"see","jame",2
"see","larger",2
"see","latest",2
"see","link",2
"see","lunch",2
"see","make",2
"see","minor",2
"see","mom",2
"see","monday",2
"see","need",2
"see","now",2
"see","other",2
"see","pari",2
"see","patriot",2
"see","pink",2
"see","player",2
"see","portland",2
"see","power",2
"see","project",2
"see","real",2
"see","reflect",2
"see","respons",2
"see","shes",2
"see","shit",2
"see","sin",2
"see","snow",2
"see","staff",2
"see","stat",2
"see","stori",2
"see","sustain",2
"see","these",2
"see","time",2
"see","touch",2
"see","twitter",2
"see","two",2
"see","type",2
"see","valu",2
"see","various",2
"see","wear",2
"see","weekend",2
"see","whether",2
"see","who",2
"see","whole",2
"see","window",2
"see","year",2
"see","your",2
"seed","bead",2
"seed","i",2
"seek","balanc",2
"seek","one",2
"seek","promot",2
"seek","refug",2
"seem","bother",2
"seem","enough",2
"seem","find",2
"seem","fine",2
"seem","forev",2
"seem","hard",2
"seem","hit",2
"seem","just",2
"seem","last",2
"seem","littl",2
"seem","move",2
"seem","obvious",2
"seem","popular",2
"seem","pretti",2
"seem","refer",2
"seem","sexual",2
"seem","unbeliev",2
"seem","way",2
"seem","world",2
"seen","also",2
"seen","around",2
"seen","awhil",2
"seen","call",2
"seen","far",2
"seen","fuck",2
"seen","go",2
"seen","guy",2
"seen","hes",2
"seen","last",2
"seen","lot",2
"seen","one",2
"seen","photo",2
"seen","that",2
"seen","thing",2
"seen","tv",2
"seen","tweet",2
"seen","two",2
"seen","well",2
"seen","year",2
"seiz","control",2
"select","group",2
"select","i",2
"select","industri",2
"self","conscious",2
"self","dont",2
"self","love",2
"self","publish",2
"selfpublish","author",2
"sell","book",2
"sell","i",2
"sell","new",2
"sell","we",2
"selloff","market",2
"semest","final",2
"semest","i",2
"semest","im",2
"send","away",2
"send","back",2
"send","bill",2
"send","cash",2
"send","children",2
"send","cute",2
"send","free",2
"send","gift",2
"send","good",2
"send","juvi",2
"send","link",2
"send","music",2
"send","note",2
"send","pictur",2
"send","prayer",2
"send","queri",2
"send","question",2
"send","song",2
"send","stuff",2
"send","ur",2
"sens","adventur",2
"sens","david",2
"sens","that",2
"sens","urgenc",2
"sent","email",2
"sent","first",2
"sent","home",2
"sent","i",2
"sent","new",2
"sent","someon",2
"sent","two",2
"seo","strategi",2
"separ","god",2
"separ","the",2
"seper","page",2
"septemb","the",2
"sequenc","set",2
"seren","fall",2
"seri","call",2
"seri","seri",2
"seri","sunday",2
"seri","titl",2
"serious","come",2
"serious","consid",2
"serious","differ",2
"serious","even",2
"serious","get",2
"serious","look",2
"serious","love",2
"serious","need",2
"serious","nice",2
"serious","problem",2
"serious","there",2
"serv","alongsid",2
"serv","end",2
"serv","hot",2
"serv","mentor",2
"serv","one",2
"serv","warm",2
"server","programm",2
"servic","how",2
"servic","like",2
"servic","oil",2
"servic","organ",2
"servic","part",2
"servic","patient",2
"servic","project",2
"servic","provid",2
"servic","rt",2
"servic","small",2
"sesam","oil",2
"session","art",2
"session","this",2
"session","today",2
"session","you",2
"set","among",2
"set","apart",2
"set","break",2
"set","bus",2
"set","date",2
"set","fire",2
"set","get",2
"set","hope",2
"set","may",2
"set","might",2
"set","motion",2
"set","music",2
"set","need",2
"set","now",2
"set","s",2
"set","small",2
"set","time",2
"set","will",2
"set","world",2
"seth","go",2
"settl","farm",2
"settl","somewhat",2
"settlement","agreement",2
"settlement","confidenti",2
"seven","game",2
"seven","goal",2
"seven","two",2
"seventh","day",2
"sever","dish",2
"sever","film",2
"sever","hamper",2
"sever","hundr",2
"sever","one",2
"sever","other",2
"sever","pain",2
"sever","place",2
"sever","problem",2
"sever","project",2
"sever","say",2
"sever","the",2
"sever","weather",2
"sever","week",2
"sew","craft",2
"sex","citi",2
"sex","realli",2
"sex","traffick",2
"sexi","can",2
"sexi","cool",2
"sexi","i",2
"sexual","assault",2
"sexual","inappropri",2
"sexual","orient",2
"sf","giant",2
"sf","sinc",2
"sgl","engineer",2
"shabbi","tea",2
"shade","grey",2
"shade","i",2
"shadow","i",2
"shall","i",2
"shall","keep",2
"shall","know",2
"shall","pass",2
"shallow","sign",2
"shampoo","condition",2
"shanghai","student",2
"shape","like",2
"shape","size",2
"share","autumn",2
"share","care",2
"share","celebr",2
"share","coupl",2
"share","everyon",2
"share","file",2
"share","from",2
"share","great",2
"share","hope",2
"share","idea",2
"share","if",2
"share","job",2
"share","just",2
"share","link",2
"share","live",2
"share","love",2
"share","now",2
"share","onlin",2
"share","passion",2
"share","post",2
"share","recip",2
"share","stori",2
"share","there",2
"share","today",2
"share","what",2
"share","will",2
"share","with",2
"share","work",2
"shariah","board",2
"sharp","cheddar",2
"shawti","shawti",2
"shawti","swag",2
"she","ad",2
"she","amaz",2
"she","began",2
"she","best",2
"she","discuss",2
"she","do",2
"she","friend",2
"she","get",2
"she","go",2
"she","goe",2
"she","help",2
"she","kind",2
"she","laugh",2
"she","learn",2
"she","like",2
"she","made",2
"she","move",2
"she","one",2
"she","ratchet",2
"she","say",2
"she","seem",2
"she","serious",2
"she","sit",2
"she","stay",2
"she","struggl",2
"she","thought",2
"she","told",2
"she","took",2
"she","wasnt",2
"she","wave",2
"shed","blood",2
"shed","tear",2
"shed","want",2
"sheet","bake",2
"sheet","i",2
"sheet","music",2
"sheldon","cooper",2
"shelf","i",2
"shelf","life",2
"shelv","i",2
"sheriff","offic",2
"sherlock","holm",2
"shes","alreadi",2
"shes","answer",2
"shes","design",2
"shes","go",2
"shes","gorgeous",2
"shes","hard",2
"shes","i",2
"shes","just",2
"shes","kinda",2
"shes","learn",2
"shes","never",2
"shes","right",2
"shes","show",2
"shes","still",2
"shes","strong",2
"shes","tri",2
"shes","watch",2
"shes","young",2
"shift","sand",2
"shift","today",2
"shihab","nye",2
"shin","splint",2
"shine","thru",2
"shini","clean",2
"ship","confirm",2
"shirt","bv",2
"shirt","lol",2
"shirt","much",2
"shirt","my",2
"shit","aint",2
"shit","bout",2
"shit","but",2
"shit","come",2
"shit","congratul",2
"shit","crazi",2
"shit","done",2
"shit","go",2
"shit","good",2
"shit","great",2
"shit","happen",2
"shit","new",2
"shit","peopl",2
"shit","show",2
"shit","so",2
"shit","stay",2
"shit","thank",2
"shit","use",2
"shit","wood",2
"shock","put",2
"shock","see",2
"shoe","etc",2
"shoe","today",2
"shoe","wear",2
"shoot","arrow",2
"shoot","he",2
"shoot","instead",2
"shoot","new",2
"shoot","spot",2
"shop","around",2
"shop","favorit",2
"shop","lunch",2
"shop","site",2
"shop","they",2
"shop","today",2
"shop","trip",2
"shop","w",2
"shop","way",2
"shop","window",2
"short","hair",2
"short","i",2
"short","period",2
"short","sweet",2
"short","trip",2
"short","tshirt",2
"short","wave",2
"short","year",2
"shot","clock",2
"shot","gun",2
"shot","head",2
"shot","it",2
"shot","like",2
"shot","point",2
"shot","the",2
"shouldnt","allow",2
"shouldnt","i",2
"shouldnt","take",2
"shouldv","bought",2
"shouldv","call",2
"shouldv","said",2
"shout","hope",2
"shoutout","im",2
"shoutout","thank",2
"show","actual",2
"show","air",2
"show","anoth",2
"show","awesom",2
"show","back",2
"show","belli",2
"show","big",2
"show","bless",2
"show","busi",2
"show","call",2
"show","cancel",2
"show","class",2
"show","craig",2
"show","dog",2
"show","evid",2
"show","far",2
"show","favorit",2
"show","funni",2
"show","give",2
"show","good",2
"show","hundr",2
"show","includ",2
"show","live",2
"show","money",2
"show","night",2
"show","not",2
"show","okay",2
"show","perform",2
"show","plan",2
"show","pleas",2
"show","polit",2
"show","red",2
"show","repeat",2
"show","season",2
"show","so",2
"show","someon",2
"show","sound",2
"show","strong",2
"show","support",2
"show","that",2
"show","they",2
"show","this",2
"show","though",2
"show","ticket",2
"show","time",2
"show","tomorrow",2
"show","usual",2
"show","valu",2
"show","watch",2
"show","week",2
"show","weekend",2
"show","when",2
"show","whole",2
"show","wide",2
"show","won",2
"show","year",2
"show","young",2
"shown","actual",2
"shown","pictur",2
"shred","carrot",2
"shut","door",2
"shut","fuck",2
"shut","go",2
"shutter","island",2
"shuttl","bus",2
"sibl","i",2
"sick","day",2
"sick","dog",2
"sick","stomach",2
"sick","this",2
"side","after",2
"side","aisl",2
"side","blog",2
"side","charact",2
"side","coin",2
"side","dine",2
"side","equal",2
"side","job",2
"side","just",2
"side","matter",2
"side","nose",2
"side","now",2
"side","project",2
"side","room",2
"side","thank",2
"side","they",2
"side","world",2
"sierra","vintner",2
"sigh","that",2
"sign","come",2
"sign","give",2
"sign","rt",2
"sign","saturday",2
"sign","today",2
"sign","yearbook",2
"signatur","line",2
"silenc","follow",2
"silenc","ignor",2
"silli","and",2
"silli","girl",2
"silver","base",2
"sime","darbi",2
"similar","effect",2
"similar","i",2
"similar","tast",2
"similar","way",2
"simon","peter",2
"simpl","a",2
"simpl","clear",2
"simpl","i",2
"simpl","live",2
"simpl","make",2
"simpl","question",2
"simpl","ration",2
"simpl","stori",2
"simpl","tasti",2
"simpl","yet",2
"simpler","time",2
"simpli","best",2
"simpli","get",2
"simpli","go",2
"simpli","good",2
"simpli","jane",2
"simpli","put",2
"simpli","refus",2
"simpli","state",2
"simplifi","simplifi",2
"sin","i",2
"sin","so",2
"sin","wicked",2
"sinc","august",2
"sinc","babi",2
"sinc","birth",2
"sinc","decemb",2
"sinc","end",2
"sinc","everyon",2
"sinc","get",2
"sinc","got",2
"sinc","great",2
"sinc","high",2
"sinc","hub",2
"sinc","if",2
"sinc","juli",2
"sinc","long",2
"sinc","march",2
"sinc","move",2
"sinc","new",2
"sinc","sign",2
"sinc","th",2
"sinc","theyr",2
"sinc","well",2
"sinc","weve",2
"sinc","will",2
"sinc","yesterday",2
"sincer","hope",2
"sing","danc",2
"sing","even",2
"sing","im",2
"sing","kitchen",2
"sing","loud",2
"sing","made",2
"singer","songwrit",2
"singl","doubl",2
"singl","largest",2
"singl","line",2
"singl","mum",2
"singl","person",2
"sink","hip",2
"sip","wine",2
"sir","your",2
"sister","alway",2
"sister","christ",2
"sister","hous",2
"sister","id",2
"sister","lmao",2
"sister","will",2
"sit","floor",2
"sit","home",2
"sit","hospit",2
"sit","i",2
"sit","listen",2
"sit","think",2
"sit","up",2
"sit","w",2
"site","and",2
"site","can",2
"site","come",2
"site","earn",2
"site","first",2
"site","it",2
"site","later",2
"site","list",2
"site","need",2
"site","one",2
"site","read",2
"site","the",2
"site","well",2
"site","write",2
"six","differ",2
"six","feet",2
"six","inch",2
"six","week",2
"size","color",2
"size","fit",2
"size","now",2
"size","s",2
"skill","im",2
"skill","ive",2
"skill","just",2
"skill","need",2
"skill","worker",2
"skin","can",2
"skin","care",2
"skin","start",2
"skin","tone",2
"skin","type",2
"skinni","jean",2
"skinni","person",2
"skip","bayless",2
"skirt","dress",2
"sky","blue",2
"sky","today",2
"sky","we",2
"skywalk","wesley",2
"sl","st",2
"slap","face",2
"slap","shit",2
"slave","work",2
"sleek","design",2
"sleep","bag",2
"sleep","bed",2
"sleep","car",2
"sleep","dont",2
"sleep","earli",2
"sleep","friend",2
"sleep","late",2
"sleep","next",2
"sleep","now",2
"sleep","obvious",2
"sleep","pill",2
"sleep","rt",2
"sleep","so",2
"sleep","someth",2
"sleep","sound",2
"sleep","think",2
"sleep","tight",2
"sleep","what",2
"sleeper","i",2
"sleepi","i",2
"sleepless","night",2
"slept","night",2
"slice","onion",2
"slice","use",2
"slick","hair",2
"slick","rick",2
"slide","glass",2
"slide","i",2
"slide","show",2
"slightest","touch",2
"slot","machin",2
"slow","dont",2
"slow","im",2
"slowli","get",2
"slowli","sure",2
"small","bit",2
"small","biz",2
"small","bowl",2
"small","chang",2
"small","children",2
"small","enough",2
"small","local",2
"small","meal",2
"small","one",2
"small","part",2
"small","price",2
"small","window",2
"small","world",2
"smaller","i",2
"smart","guy",2
"smart","i",2
"smell","beer",2
"smell","good",2
"smell","i",2
"smell","it",2
"smell","test",2
"smell","tween",2
"smile","begin",2
"smile","id",2
"smile","im",2
"smile","last",2
"smile","like",2
"smile","the",2
"smile","today",2
"smoke","ban",2
"smoke","one",2
"smoke","section",2
"smrt","train",2
"snail","mail",2
"snail","perform",2
"snake","i",2
"snap","head",2
"snap","photo",2
"snow","hand",2
"snow","let",2
"snow","storm",2
"snow","wind",2
"so","amaz",2
"so","busi",2
"so","cant",2
"so","come",2
"so","cousin",2
"so","cute",2
"so","dear",2
"so","end",2
"so","entir",2
"so","excited",2
"so","fast",2
"so","for",2
"so","funni",2
"so","goodby",2
"so","happen",2
"so","hard",2
"so","help",2
"so","instead",2
"so","keep",2
"so","know",2
"so","last",2
"so","late",2
"so","littl",2
"so","lucki",2
"so","make",2
"so","may",2
"so","mean",2
"so","name",2
"so","natur",2
"so","peopl",2
"so","pretti",2
"so","public",2
"so","see",2
"so","sit",2
"so","someon",2
"so","sorri",2
"so","special",2
"so","stay",2
"so","stoke",2
"so","sweet",2
"so","that",2
"so","use",2
"so","want",2
"so","welcom",2
"so","whatcha",2
"so","yesterday",2
"so","youv",2
"soap","i",2
"sob","the",2
"soccer","player",2
"social","bookmark",2
"social","chang",2
"social","circl",2
"social","construct",2
"social","grace",2
"social","i",2
"social","servic",2
"social","web",2
"social","work",2
"societi","in",2
"societi","it",2
"societi","live",2
"societi","the",2
"societi","there",2
"societi","websit",2
"societi","will",2
"soda","drink",2
"sodom","gomorrah",2
"soft","pretzel",2
"soft","sued",2
"softbal","game",2
"softwar","develop",2
"softwar","now",2
"softwar","use",2
"soil","if",2
"sold","i",2
"sold","million",2
"sold","now",2
"sold","separ",2
"sold","time",2
"solut","can",2
"solut","the",2
"solv","anyth",2
"some","best",2
"some","great",2
"some","new",2
"somebodi","doesnt",2
"somebodi","love",2
"somebodi","need",2
"somebodi","that",2
"someday","will",2
"someon","appreci",2
"someon","around",2
"someon","beat",2
"someon","bring",2
"someon","close",2
"someon","doesnt",2
"someon","explain",2
"someon","feel",2
"someon","get",2
"someon","googl",2
"someon","got",2
"someon","help",2
"someon","isnt",2
"someon","let",2
"someon","look",2
"someon","open",2
"someon","pleas",2
"someon","prais",2
"someon","realiz",2
"someon","realli",2
"someon","stole",2
"someon","take",2
"someon","threw",2
"someon","throw",2
"someon","tweet",2
"someon","walk",2
"someon","whos",2
"someon","your",2
"somerset","counti",2
"someth","actual",2
"someth","bad",2
"someth","beauti",2
"someth","complet",2
"someth","day",2
"someth","deep",2
"someth","didnt",2
"someth","diff",2
"someth","do",2
"someth","doesnt",2
"someth","done",2
"someth","everyon",2
"someth","familiar",2
"someth","fierc",2
"someth","gap",2
"someth","get",2
"someth","hold",2
"someth","interest",2
"someth","isnt",2
"someth","it",2
"someth","less",2
"someth","live",2
"someth","mani",2
"someth","mayb",2
"someth","miss",2
"someth","next",2
"someth","normal",2
"someth","now",2
"someth","peopl",2
"someth","prove",2
"someth","say",2
"someth","serious",2
"someth","show",2
"someth","sinc",2
"someth","small",2
"someth","someth",2
"someth","spectacular",2
"someth","thank",2
"someth","u",2
"someth","ugli",2
"someth","valu",2
"someth","w",2
"someth","wait",2
"someth","want",2
"someth","we",2
"someth","yes",2
"someth","youv",2
"sometim","a",2
"sometim","but",2
"sometim","can",2
"sometim","end",2
"sometim","even",2
"sometim","iam",2
"sometim","life",2
"sometim","lol",2
"sometim","memori",2
"sometim","month",2
"sometim","need",2
"sometim","oh",2
"sometim","say",2
"sometim","think",2
"sometim","tomorrow",2
"sometim","your",2
"somewher","like",2
"somewher","near",2
"son","and",2
"son","close",2
"son","daughter",2
"son","new",2
"son","when",2
"son","work",2
"song","check",2
"song","day",2
"song","do",2
"song","ever",2
"song","feel",2
"song","go",2
"song","id",2
"song","ill",2
"song","it",2
"song","its",2
"song","last",2
"song","list",2
"song","look",2
"song","music",2
"song","my",2
"song","oh",2
"song","pleas",2
"song","right",2
"song","see",2
"song","she",2
"song","soon",2
"song","sound",2
"song","think",2
"song","want",2
"song","went",2
"song","will",2
"song","work",2
"song","year",2
"song","yes",2
"songwrit","artist",2
"soo","bad",2
"soo","cute",2
"soon","and",2
"soon","follow",2
"soon","good",2
"soon","happi",2
"soon","here",2
"soon","hope",2
"soon","im",2
"soon","its",2
"soon","just",2
"soon","love",2
"soon","my",2
"soon","on",2
"soon","plan",2
"soon","pleas",2
"soon","realiz",2
"soon","so",2
"soon","we",2
"soon","were",2
"soon","when",2
"soon","work",2
"sooner","fall",2
"sophomor","year",2
"sorri","bout",2
"sorri","bro",2
"sorri","cant",2
"sorri","christma",2
"sorri","disappoint",2
"sorri","dont",2
"sorri","leav",2
"sorri","make",2
"sorri","rt",2
"sorri","slow",2
"sorri","son",2
"sorri","took",2
"sorri","well",2
"sorri","your",2
"sort","food",2
"sort","place",2
"sort","so",2
"soul","mind",2
"soul","we",2
"sound","better",2
"sound","complet",2
"sound","cool",2
"sound","differ",2
"sound","effect",2
"sound","excit",2
"sound","familiar",2
"sound","god",2
"sound","heaven",2
"sound","lot",2
"sound","music",2
"sound","qualiti",2
"sound","record",2
"sound","super",2
"sound","way",2
"sound","we",2
"sound","wonder",2
"sound","yummi",2
"soundtrack","get",2
"soundtrack","great",2
"soundtrack","i",2
"soup","i",2
"soup","it",2
"sourc","accur",2
"sourc","close",2
"sourc","establish",2
"sourc","inform",2
"sourc","say",2
"sourc","support",2
"south","america",2
"south","american",2
"south","asia",2
"south","beach",2
"south","florida",2
"south","go",2
"south","korean",2
"south","look",2
"south","side",2
"south","wale",2
"southern","californiaset",2
"southern","poverti",2
"southern","somalia",2
"sox","it",2
"soya","sauc",2
"space","and",2
"space","need",2
"space","odyssey",2
"space","shuttl",2
"space","to",2
"spam","a",2
"spam","i",2
"spanish","final",2
"spank","hand",2
"spare","pair",2
"spay","neuter",2
"speak","american",2
"speak","english",2
"speak","evil",2
"speak","french",2
"speak","heart",2
"speak","last",2
"speak","louder",2
"speak","mind",2
"speak","sing",2
"speak","so",2
"speak","term",2
"speak","the",2
"speak","tomorrow",2
"speak","w",2
"speak","word",2
"special","effect",2
"special","friend",2
"special","i",2
"special","just",2
"special","live",2
"special","step",2
"special","talent",2
"special","the",2
"special","this",2
"special","topic",2
"specif","cover",2
"specif","design",2
"specif","target",2
"speech","crowd",2
"speed","he",2
"speed","your",2
"spell","lol",2
"spell","right",2
"spell","wrong",2
"spend","afternoon",2
"spend","major",2
"spend","one",2
"spend","whole",2
"spent","better",2
"spent","decad",2
"spent","last",2
"spent","money",2
"spent","next",2
"spent","night",2
"spent","peac",2
"spent","secur",2
"spent","weekend",2
"spey","bay",2
"spice","life",2
"spinach","leav",2
"spinal","cord",2
"spiral","control",2
"spirit","can",2
"spirit","even",2
"spirit","guid",2
"spirit","i",2
"spirit","there",2
"spiritu","bodi",2
"spiritu","emot",2
"spiritu","incorrupt",2
"spiritu","the",2
"split","second",2
"spoil","i",2
"sponsor","make",2
"sport","come",2
"spot","gene",2
"spot","lamb",2
"spot","like",2
"spot","trend",2
"spot","will",2
"spray","i",2
"spread","get",2
"spread","love",2
"spring","feel",2
"spring","it",2
"spring","onion",2
"spring","weather",2
"spring","will",2
"squad","capabl",2
"squar","cafe",2
"squar","danc",2
"squar","i",2
"squar","shape",2
"squash","stretch",2
"squirrel","i",2
"st","anthoni",2
"st","clair",2
"st","day",2
"st","ever",2
"st","grade",2
"st","hdc",2
"st","im",2
"st","john",2
"st","joseph",2
"st","lucia",2
"st","march",2
"st","margaret",2
"st","pm",2
"st","sc",2
"st","simon",2
"st","th",2
"st","the",2
"st","thing",2
"st","time",2
"st","tomorrow",2
"stab","death",2
"stab","u",2
"stadium","get",2
"staff","great",2
"staff","life",2
"staff","writer",2
"stage","if",2
"stage","you",2
"stain","glass",2
"stake","high",2
"stanc","he",2
"stand","behind",2
"stand","cold",2
"stand","fight",2
"stand","front",2
"stand","long",2
"stand","next",2
"stand","tall",2
"stand","way",2
"standard","express",2
"stanford","i",2
"stanley","cup",2
"stapl","gun",2
"star","hotel",2
"star","i",2
"star","im",2
"star","sign",2
"star","tonight",2
"star","trek",2
"star","will",2
"stare","blank",2
"stare","screen",2
"stare","window",2
"starfir","angel",2
"stark","contrast",2
"start","act",2
"start","ad",2
"start","air",2
"start","amateur",2
"start","anyth",2
"start","april",2
"start","bear",2
"start","blow",2
"start","call",2
"start","can",2
"start","compani",2
"start","cook",2
"start","diet",2
"start","drive",2
"start","earli",2
"start","either",2
"start","end",2
"start","entir",2
"start","epidem",2
"start","fall",2
"start","film",2
"start","find",2
"start","friday",2
"start","game",2
"start","give",2
"start","gun",2
"start","habit",2
"start","hour",2
"start","hyperventil",2
"start","kindergarten",2
"start","late",2
"start","learn",2
"start","life",2
"start","like",2
"start","line",2
"start","look",2
"start","march",2
"start","market",2
"start","measur",2
"start","min",2
"start","minut",2
"start","miss",2
"start","monday",2
"start","pitcher",2
"start","poke",2
"start","post",2
"start","quarterback",2
"start","rain",2
"start","re",2
"start","releas",2
"start","run",2
"start","save",2
"start","second",2
"start","sell",2
"start","septemb",2
"start","sinc",2
"start","somewher",2
"start","tell",2
"start","thank",2
"start","that",2
"start","they",2
"start","till",2
"start","time",2
"start","turn",2
"start","univers",2
"start","up",2
"start","wait",2
"start","what",2
"start","year",2
"start","yell",2
"start","yesterday",2
"starter","pack",2
"state","a",2
"state","affair",2
"state","agenc",2
"state","art",2
"state","author",2
"state","bar",2
"state","board",2
"state","canada",2
"state","convent",2
"state","educ",2
"state","feder",2
"state","forest",2
"state","larg",2
"state","legislatur",2
"state","local",2
"state","look",2
"state","mani",2
"state","michigan",2
"state","offici",2
"state","park",2
"state","sever",2
"state","state",2
"state","still",2
"state","support",2
"state","test",2
"state","trooper",2
"state","union",2
"state","we",2
"statement","a",2
"statement","releas",2
"statement","said",2
"statement","the",2
"station","get",2
"station","i",2
"statist","averag",2
"status","quo",2
"status","say",2
"status","updat",2
"status","women",2
"statut","jew",2
"stay","air",2
"stay","all",2
"stay","but",2
"stay","close",2
"stay","dri",2
"stay","fresh",2
"stay","healthi",2
"stay","like",2
"stay","open",2
"stay","till",2
"stay","top",2
"stayathom","mother",2
"steadili","increas",2
"steam","engin",2
"steam","power",2
"stede","hybrid",2
"step","comfort",2
"step","find",2
"step","get",2
"step","it",2
"step","made",2
"step","one",2
"step","realis",2
"step","stone",2
"step","time",2
"step","toward",2
"stephen","harper",2
"stephen","king",2
"steve","blake",2
"steve","nash",2
"stevi","wonder",2
"stick","figur",2
"stick","finger",2
"stick","i",2
"stick","thank",2
"stick","the",2
"stick","us",2
"still","arent",2
"still","await",2
"still","awak",2
"still","best",2
"still","build",2
"still","carri",2
"still","chanc",2
"still","control",2
"still","coupl",2
"still","crack",2
"still","danc",2
"still","domin",2
"still","end",2
"still","far",2
"still","figur",2
"still","friend",2
"still","fuck",2
"still","gonna",2
"still","haha",2
"still","hangin",2
"still","happen",2
"still","happi",2
"still","hate",2
"still","here",2
"still","high",2
"still","hurt",2
"still","kind",2
"still","know",2
"still","lot",2
"still","mean",2
"still","misgiv",2
"still","morn",2
"still","much",2
"still","nice",2
"still","oper",2
"still","peopl",2
"still","pop",2
"still","practic",2
"still","prefer",2
"still","question",2
"still","relat",2
"still","relev",2
"still","rememb",2
"still","run",2
"still","sad",2
"still","send",2
"still","show",2
"still","sleep",2
"still","smell",2
"still","strong",2
"still","suck",2
"still","surpris",2
"still","two",2
"still","watch",2
"still","way",2
"still","wide",2
"still","will",2
"still","winter",2
"still","wish",2
"still","wont",2
"still","worth",2
"still","write",2
"still","yard",2
"still","young",2
"stir","combin",2
"stir","occasion",2
"stitch","stitch",2
"stock","and",2
"stoke","i",2
"stolen","day",2
"stone","right",2
"stood","front",2
"stop","alreadi",2
"stop","beat",2
"stop","booth",2
"stop","care",2
"stop","cri",2
"stop","cute",2
"stop","enjoy",2
"stop","garden",2
"stop","get",2
"stop","great",2
"stop","know",2
"stop","look",2
"stop","love",2
"stop","move",2
"stop","one",2
"stop","point",2
"stop","right",2
"stop","rt",2
"stop","run",2
"stop","she",2
"stop","shop",2
"stop","stop",2
"stop","target",2
"stop","text",2
"stop","though",2
"stop","tryna",2
"stop","tweet",2
"stop","us",2
"stop","well",2
"stop","work",2
"stop","worri",2
"stop","your",2
"store","across",2
"store","ask",2
